STUDENTNAAM,GESLACHT,GEBOORTEDATUM,KLASCODE,VAKCODE,DOCENTNAAM,PROEFWERKDATUM,CIJFER
Student115,M,2006-05-13 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"6,0"
Student116,M,2005-09-02 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"6,2"
Student120,M,2005-08-30 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"6,4"
Student117,M,2005-10-18 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"7,4"
Student123,M,2006-01-17 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"7,4"
Student118,M,2006-07-08 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"7,6"
Student24,V,2005-09-01 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"3,7"
Student6,V,2006-02-25 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"3,7"
Student9,V,2006-07-30 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"3,7"
Student5,V,2005-01-02 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"4,4"
Student14,V,2006-08-07 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"4,6"
Student24,V,2005-09-01 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"4,7"
Student12,V,2005-02-03 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"4,8"
Student23,V,2005-05-11 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"4,8"
Student15,V,2005-01-17 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"6,1"
Student3,V,2006-02-09 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"6,6"
Student14,V,2006-08-07 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"6,8"
Student15,V,2005-01-17 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"6,9"
Student5,V,2005-01-02 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"7,0"
Student9,V,2006-07-30 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"7,4"
Student12,V,2005-02-03 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"7,7"
Student9,V,2006-07-30 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"7,7"
Student5,V,2005-01-02 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"7,8"
Student6,V,2006-02-25 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"8,0"
Student13,V,2006-08-03 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"8,0"
Student13,V,2006-08-03 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"8,0"
Student6,V,2006-02-25 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"8,1"
Student14,V,2006-08-07 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"8,2"
Student12,V,2005-02-03 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"8,6"
Student15,V,2005-01-17 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"8,7"
Student23,V,2005-05-11 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"8,7"
Student24,V,2005-09-01 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"8,9"
Student13,V,2006-08-03 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"8,9"
Student23,V,2005-05-11 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"9,1"
Student3,V,2006-02-09 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"9,1"
Student3,V,2006-02-09 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"9,4"
Student3,V,2006-02-09 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"3,8"
Student24,V,2005-09-01 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"4,3"
Student13,V,2006-08-03 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"4,6"
Student5,V,2005-01-02 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"4,8"
Student12,V,2005-02-03 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"4,9"
Student15,V,2005-01-17 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"5,1"
Student23,V,2005-05-11 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"5,1"
Student24,V,2005-09-01 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"5,3"
Student9,V,2006-07-30 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"5,5"
Student14,V,2006-08-07 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"5,8"
Student6,V,2006-02-25 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"5,9"
Student6,V,2006-02-25 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"6,0"
Student14,V,2006-08-07 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"6,3"
Student23,V,2005-05-11 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"6,5"
Student14,V,2006-08-07 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"6,7"
Student15,V,2005-01-17 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"6,8"
Student3,V,2006-02-09 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"6,9"
Student13,V,2006-08-03 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"7,1"
Student12,V,2005-02-03 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"7,4"
Student6,V,2006-02-25 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"7,7"
Student5,V,2005-01-02 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"8,0"
Student12,V,2005-02-03 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"8,1"
Student3,V,2006-02-09 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"8,1"
Student15,V,2005-01-17 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"8,2"
Student5,V,2005-01-02 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"8,7"
Student23,V,2005-05-11 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"8,7"
Student9,V,2006-07-30 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"8,9"
Student9,V,2006-07-30 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"8,9"
Student13,V,2006-08-03 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"9,0"
Student24,V,2005-09-01 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"9,4"
Student13,V,2006-08-03 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"3,7"
Student15,V,2005-01-17 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"4,0"
Student9,V,2006-07-30 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"4,1"
Student5,V,2005-01-02 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"4,2"
Student6,V,2006-02-25 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"4,3"
Student3,V,2006-02-09 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"4,8"
Student6,V,2006-02-25 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"5,1"
Student3,V,2006-02-09 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"5,2"
Student6,V,2006-02-25 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"5,3"
Student12,V,2005-02-03 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"5,4"
Student15,V,2005-01-17 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"5,6"
Student24,V,2005-09-01 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"5,6"
Student14,V,2006-08-07 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"5,7"
Student5,V,2005-01-02 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"6,3"
Student24,V,2005-09-01 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"6,7"
Student12,V,2005-02-03 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"6,8"
Student23,V,2005-05-11 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"6,8"
Student9,V,2006-07-30 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"6,9"
Student12,V,2005-02-03 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"7,1"
Student23,V,2005-05-11 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"7,1"
Student14,V,2006-08-07 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"7,1"
Student13,V,2006-08-03 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"7,2"
Student9,V,2006-07-30 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"7,4"
Student15,V,2005-01-17 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"7,5"
Student13,V,2006-08-03 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"7,6"
Student14,V,2006-08-07 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"7,8"
Student5,V,2005-01-02 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"8,2"
Student23,V,2005-05-11 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"8,3"
Student24,V,2005-09-01 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"8,3"
Student3,V,2006-02-09 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"9,3"
Student9,V,2006-07-30 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"3,6"
Student24,V,2005-09-01 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"3,7"
Student6,V,2006-02-25 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"3,8"
Student12,V,2005-02-03 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"4,1"
Student14,V,2006-08-07 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"4,5"
Student9,V,2006-07-30 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"5,3"
Student14,V,2006-08-07 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"5,6"
Student3,V,2006-02-09 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"5,7"
Student15,V,2005-01-17 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"6,0"
Student23,V,2005-05-11 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"6,1"
Student13,V,2006-08-03 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"6,3"
Student14,V,2006-08-07 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"6,3"
Student12,V,2005-02-03 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"6,4"
Student9,V,2006-07-30 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"6,4"
Student5,V,2005-01-02 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"6,5"
Student13,V,2006-08-03 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"6,7"
Student3,V,2006-02-09 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"6,9"
Student5,V,2005-01-02 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"7,4"
Student23,V,2005-05-11 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"7,5"
Student3,V,2006-02-09 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"7,6"
Student6,V,2006-02-25 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"7,6"
Student24,V,2005-09-01 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"7,7"
Student5,V,2005-01-02 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"8,1"
Student23,V,2005-05-11 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"8,3"
Student6,V,2006-02-25 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"8,7"
Student15,V,2005-01-17 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"8,8"
Student12,V,2005-02-03 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"8,8"
Student13,V,2006-08-03 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"9,0"
Student24,V,2005-09-01 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"9,3"
Student15,V,2005-01-17 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"9,4"
Student24,V,2005-09-01 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"3,5"
Student14,V,2006-08-07 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"4,0"
Student5,V,2005-01-02 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"4,3"
Student5,V,2005-01-02 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"4,5"
Student6,V,2006-02-25 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"4,7"
Student14,V,2006-08-07 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"5,0"
Student23,V,2005-05-11 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"5,1"
Student9,V,2006-07-30 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"5,2"
Student9,V,2006-07-30 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"5,4"
Student3,V,2006-02-09 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"5,5"
Student13,V,2006-08-03 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"5,7"
Student9,V,2006-07-30 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"5,8"
Student14,V,2006-08-07 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"5,8"
Student3,V,2006-02-09 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"5,9"
Student24,V,2005-09-01 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"6,0"
Student6,V,2006-02-25 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"6,0"
Student15,V,2005-01-17 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"6,1"
Student24,V,2005-09-01 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"6,3"
Student5,V,2005-01-02 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"6,6"
Student15,V,2005-01-17 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"7,0"
Student12,V,2005-02-03 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"7,0"
Student3,V,2006-02-09 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"7,5"
Student13,V,2006-08-03 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"8,2"
Student12,V,2005-02-03 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"8,7"
Student12,V,2005-02-03 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"8,8"
Student6,V,2006-02-25 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"8,8"
Student15,V,2005-01-17 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"8,9"
Student23,V,2005-05-11 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"8,9"
Student23,V,2005-05-11 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"9,2"
Student13,V,2006-08-03 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"9,4"
Student38,V,2005-10-13 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"4,2"
Student27,V,2005-09-11 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"4,3"
Student45,V,2006-05-10 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"4,5"
Student46,V,2006-02-09 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"5,1"
Student47,V,2005-03-22 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"5,2"
Student31,V,2005-08-15 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"5,3"
Student44,V,2005-01-19 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"5,4"
Student40,V,2006-06-22 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"5,4"
Student31,V,2005-08-15 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"6,1"
Student46,V,2006-02-09 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"6,2"
Student27,V,2005-09-11 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"6,3"
Student41,V,2005-12-14 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"6,4"
Student26,V,2006-05-23 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"6,4"
Student45,V,2006-05-10 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"6,7"
Student39,V,2006-06-07 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"6,9"
Student39,V,2006-06-07 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"7,0"
Student44,V,2005-01-19 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"7,1"
Student39,V,2006-06-07 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"7,9"
Student31,V,2005-08-15 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"8,0"
Student38,V,2005-10-13 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"8,3"
Student35,V,2006-04-08 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"8,3"
Student30,V,2005-05-29 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"8,4"
Student30,V,2005-05-29 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"8,5"
Student35,V,2006-04-08 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"8,5"
Student40,V,2006-06-22 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"8,6"
Student26,V,2006-05-23 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"8,8"
Student47,V,2005-03-22 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"8,9"
Student47,V,2005-03-22 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"9,0"
Student38,V,2005-10-13 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"9,0"
Student46,V,2006-02-09 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"9,1"
Student27,V,2005-09-11 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"9,2"
Student41,V,2005-12-14 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"9,2"
Student45,V,2006-05-10 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"9,4"
Student26,V,2006-05-23 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"9,4"
Student44,V,2005-01-19 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"9,5"
Student41,V,2005-12-14 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"9,7"
Student35,V,2006-04-08 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"9,9"
Student40,V,2006-06-22 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"9,9"
Student30,V,2005-05-29 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"10,0"
Student40,V,2006-06-22 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"4,2"
Student27,V,2005-09-11 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"4,5"
Student47,V,2005-03-22 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"4,6"
Student27,V,2005-09-11 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"4,6"
Student31,V,2005-08-15 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"4,7"
Student30,V,2005-05-29 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"4,8"
Student31,V,2005-08-15 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"4,8"
Student35,V,2006-04-08 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"4,9"
Student46,V,2006-02-09 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"5,1"
Student45,V,2006-05-10 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"5,5"
Student31,V,2005-08-15 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"5,6"
Student41,V,2005-12-14 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"5,7"
Student46,V,2006-02-09 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,0"
Student35,V,2006-04-08 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,1"
Student26,V,2006-05-23 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,1"
Student39,V,2006-06-07 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,1"
Student30,V,2005-05-29 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"6,2"
Student40,V,2006-06-22 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"6,2"
Student44,V,2005-01-19 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,4"
Student27,V,2005-09-11 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,4"
Student39,V,2006-06-07 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"6,4"
Student41,V,2005-12-14 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"6,6"
Student47,V,2005-03-22 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"6,7"
Student46,V,2006-02-09 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"6,7"
Student45,V,2006-05-10 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,9"
Student44,V,2005-01-19 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"7,2"
Student39,V,2006-06-07 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"7,2"
Student41,V,2005-12-14 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"7,4"
Student26,V,2006-05-23 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"7,6"
Student38,V,2005-10-13 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"8,0"
Student38,V,2005-10-13 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"8,0"
Student40,V,2006-06-22 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"8,1"
Student30,V,2005-05-29 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"8,3"
Student44,V,2005-01-19 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"8,6"
Student47,V,2005-03-22 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"8,7"
Student26,V,2006-05-23 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"9,0"
Student38,V,2005-10-13 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"9,1"
Student45,V,2006-05-10 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"9,3"
Student35,V,2006-04-08 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"9,4"
Student35,V,2006-04-08 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"4,0"
Student27,V,2005-09-11 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"4,2"
Student44,V,2005-01-19 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"4,3"
Student47,V,2005-03-22 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"4,5"
Student31,V,2005-08-15 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"4,6"
Student44,V,2005-01-19 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"4,8"
Student38,V,2005-10-13 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"4,8"
Student38,V,2005-10-13 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"4,8"
Student46,V,2006-02-09 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"4,8"
Student39,V,2006-06-07 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"4,8"
Student39,V,2006-06-07 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"5,1"
Student47,V,2005-03-22 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"5,3"
Student38,V,2005-10-13 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"5,3"
Student46,V,2006-02-09 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"6,2"
Student40,V,2006-06-22 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"6,3"
Student31,V,2005-08-15 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"6,5"
Student40,V,2006-06-22 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"6,5"
Student26,V,2006-05-23 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"6,6"
Student41,V,2005-12-14 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"6,7"
Student41,V,2005-12-14 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"6,8"
Student30,V,2005-05-29 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"7,2"
Student45,V,2006-05-10 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"7,3"
Student31,V,2005-08-15 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"7,4"
Student35,V,2006-04-08 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"7,6"
Student30,V,2005-05-29 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"7,8"
Student46,V,2006-02-09 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"7,8"
Student45,V,2006-05-10 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"7,8"
Student30,V,2005-05-29 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"7,9"
Student45,V,2006-05-10 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"8,0"
Student39,V,2006-06-07 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"8,2"
Student44,V,2005-01-19 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"8,6"
Student35,V,2006-04-08 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"8,7"
Student26,V,2006-05-23 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"8,9"
Student41,V,2005-12-14 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"9,4"
